Time,A0
10,194
12,195
13,195
15,197
16,199
24,199
32,200
40,203
49,206
57,208
65,211
73,212
81,212
91,211
99,210
107,209
116,211
125,211
135,212
144,214
153,215
163,216
173,216
182,217
191,217
200,218
209,219
219,219
229,219
238,220
247,220
257,220
266,220
275,221
284,220
294,221
304,220
313,221
322,221
331,220
340,220
350,220
360,220
369,220
378,219
388,219
397,218
406,218
415,217
425,217
435,216
444,216
453,215
462,214
472,214
481,214
491,212
500,212
509,211
519,210
528,209
537,208
546,208
557,207
566,206
575,205
584,204
593,204
603,202
612,202
621,201
631,200
641,199
650,198
659,198
668,196
677,196
687,195
697,195
706,194
715,193
724,193
734,193
743,192
752,192
762,191
772,191
781,191
790,191
799,191
808,191
818,191
828,190
837,190
846,191
856,191
865,191
874,191
883,191
893,192
903,193
912,193
921,193
930,194
940,194
949,194
959,195
968,196
977,197
987,197
996,198
1005,199
1015,202
1027,203
1037,203
1047,204
1057,203
1068,202
1078,202
1089,203
1099,205
1110,208
1120,211
1130,213
1140,214
1150,214
1162,213
1172,211
1182,211
1192,212
1203,213
1213,215
1224,218
1234,220
1245,221
1255,221
1265,220
1275,218
1286,217
1297,217
1307,218
1317,220
1328,222
1338,224
1348,224
1359,223
1370,222
1380,220
1390,218
1400,217
1411,217
1422,218
1432,220
1442,221
1453,221
1463,220
1473,219
1483,216
1495,213
1505,212
1515,211
1525,212
1536,213
1546,214
1557,214
1567,213
1577,211
1588,208
1598,205
1608,203
1618,203
1630,203
1640,204
1650,204
1660,205
1671,204
1681,202
1692,199
1702,197
1713,195
1723,194
1733,194
1743,195
1755,195
1765,196
1775,195
1785,194
1796,192
1806,191
1816,190
1827,189
1838,189
1848,190
1858,191
1868,192
1879,193
1890,192
1900,191
1910,190
1921,190
1931,189
1941,190
1951,192
1963,193
1973,195
1983,196
1993,197
2003,196
2014,195
2025,195
2035,195
2045,196
2056,198
2066,201
2076,203
2087,205
2098,206
2108,206
2118,204
2128,204
2139,204
2149,205
2160,207
