Time,A0
10,89
11,88
13,88
14,89
16,89
17,89
20,90
28,90
35,90
43,90
50,90
57,91
64,91
71,92
78,91
86,92
94,92
101,92
109,91
117,91
125,92
134,92
142,92
150,93
159,94
167,95
176,95
184,95
192,94
200,94
208,93
217,93
226,93
234,93
242,94
250,94
259,95
267,95
275,96
283,96
292,96
301,95
309,95
317,94
325,93
333,93
342,93
350,93
359,94
367,95
375,95
384,95
392,95
400,95
408,94
416,93
425,93
434,92
442,92
450,92
458,93
466,93
475,93
483,94
492,93
500,93
508,92
517,91
525,91
533,90
541,89
549,89
559,89
567,89
575,90
583,90
591,90
600,90
608,90
616,89
625,89
633,88
642,88
650,87
658,87
666,87
674,88
683,88
692,88
700,88
708,88
716,87
724,87
733,87
741,86
749,86
758,86
766,86
775,86
783,87
791,87
799,87
807,88
816,87
825,87
833,87
841,86
849,86
858,86
866,86
874,86
882,86
891,87
900,88
908,88
916,88
924,88
932,88
941,87
949,87
958,87
966,87
974,87
983,87
991,88
999,89
1007,90
1016,90
1027,90
1036,90
1045,90
1054,90
1063,90
1073,91
1082,91
1092,91
1101,91
1111,91
1120,92
1129,92
1138,92
1147,92
1158,92
1167,92
1176,92
1185,93
1195,93
1204,93
1213,93
1223,93
1232,93
1242,93
1251,94
1260,94
1269,94
1278,94
1289,94
1298,95
1307,95
1316,95
1326,95
1335,95
1344,95
1353,94
1363,95
1373,94
1382,94
1391,94
1400,94
1410,94
1419,94
1429,94
1438,94
1447,94
1457,94
1466,94
1475,94
1484,93
1495,93
1504,93
1513,92
1522,92
1531,92
1541,92
1550,92
1560,92
1569,92
1579,91
1588,91
1597,91
1606,90
1615,90
1626,90
1635,90
1644,90
1653,89
1662,89
1672,89
1681,89
1691,89
1700,89
1710,89
1719,88
1728,88
1737,88
1746,87
1757,87
1766,87
1775,87
1784,87
1794,87
1803,87
1812,87
1822,87
1831,86
1841,86
1850,86
1859,86
1868,86
1878,86
1888,86
1897,86
1906,86
1915,87
1925,87
1934,87
1943,87
1952,87
1963,87
1972,87
1981,88
1990,88
1999,88
2009,88
2018,88
2028,89
2037,89
2046,89
2056,89
2065,89
2074,90
2083,90
2094,90
2103,90
2112,90
2121,91
2130,91
2140,91
2149,91
2159,91
2168,91
2178,92
2187,92
2196,92
2205,92
2214,92
2225,93
2234,93
2243,93
2252,93
2262,94
2271,94
2280,94
2290,94
2299,94
2309,94
2318,94
2327,94
2336,94
2345,95
2356,95
2365,95
2374,95
2383,95
2393,95
2402,95
2411,95
2421,95
2430,95
2440,95
2449,94
2458,94
2467,94
2477,94
2487,94
2496,94
2505,94
2514,93
2524,93
2533,93
2542,93
2551,93
2562,93
2571,92
2580,92
2589,92
2598,92
2608,91
2617,91
2627,91
2636,91
2646,91
2655,91
2664,91
2673,90
2682,90
2693,89
2702,89
2711,89
2720,89
2729,89
2739,88
2748,88
2758,88
2767,88
2777,88
2786,88
2795,88
2804,87
2813,87
2824,87
2833,87
2842,87
2851,87
2861,87
2870,87
2879,87
2889,87
2898,87
2908,87
2917,87
2926,87
2935,87
2945,86
2955,87
2964,87
2973,87
2982,87
2992,87
3001,87
3010,87
3020,87
3030,87
3039,88
3048,88
3057,88
3066,88
3076,88
3086,89
3095,89
3104,89
3113,89
3123,89
3132,89
3141,90
3151,90
3161,90
3170,90
3179,91
3188,91
3197,91
3207,92
3216,92
3226,92
3235,92
3245,92
3254,92
3263,93
3272,93
3281,93
3292,93
3301,93
3310,93
3319,93
3329,93
3338,94
3347,94
3357,94
3366,94
3376,95
3385,95
3394,95
3403,95
3412,95
3423,95
3432,95
3441,95
3450,94
3460,94
3469,94
3478,94
3488,94
3497,94
3507,95
3516,94
3525,94
3534,94
3544,94
3554,94
3563,94
3572,94
3581,93
3591,93
3600,93
3609,93
3619,93
3629,92
3638,92
3647,92
3656,91
3665,91
3675,91
3685,91
3694,91
3703,91
3713,90
3722,90
3731,90
3740,90
3749,90
3760,90
3769,89
3778,89
3787,89
3796,89
3806,88
3815,88
3825,88
3834,88
3844,87
3853,87
3862,87
3871,87
3880,87
3891,87
3900,86
3909,87
3918,87
3928,87
3937,87
3946,86
3956,86
3965,86
3975,86
3984,86
3993,87
4002,87
4012,87
4022,87
4031,87
4040,87
4049,87
4059,87
4068,87
4077,88
4087,88
4097,88
4106,88
4115,89
4124,88
4133,88
4143,89
4153,89
4162,89
4171,89
4180,90
4190,90
4199,90
4208,90
4218,91
4228,91
4237,91
4246,91
4255,91
4264,91
4274,92
4284,92
4293,92
4302,93
4312,93
4321,93
4330,93
4339,94
4348,93
4359,93
4368,94
4377,94
4386,94
4396,94
4405,94
4414,94
4424,94
4433,94
