Time,A0
0,94
5,106
11,115
16,123
21,115
27,115
32,123
38,123
44,114
49,120
55,128
60,122
66,118
71,125
77,127
82,118
88,121
94,132
99,126
105,119
110,125
116,131
121,126
130,124
139,127
148,130
157,123
166,134
177,124
186,131
195,131
204,126
214,135
223,122
232,136
242,130
251,129
261,134
270,124
279,137
288,128
297,131
308,133
317,125
326,136
335,126
345,133
354,131
363,127
373,134
382,122
392,134
401,128
410,126
419,131
429,122
439,135
448,123
457,126
466,128
476,121
485,131
494,116
504,124
514,123
523,119
532,127
541,115
550,123
560,117
570,118
579,123
588,114
598,121
607,111
616,116
625,118
635,112
645,119
654,110
663,114
672,112
681,111
691,118
701,108
710,113
719,106
729,110
738,115
747,108
756,113
765,106
776,110
785,112
794,108
803,113
813,106
822,111
831,109
841,109
850,115
860,107
869,112
878,106
887,111
897,117
907,109
916,115
925,109
934,113
944,117
953,112
962,120
972,111
982,117
991,117
1000,115
1010,114
1020,113
1031,114
1042,120
1052,124
1062,127
1073,128
1083,125
1093,124
1104,122
1115,120
1125,119
1135,121
1145,127
1156,129
1167,132
1177,134
1187,133
1198,130
1208,127
1218,125
1228,123
1240,127
1250,130
1260,133
1270,135
1281,137
1291,139
1302,134
1312,130
1323,127
1333,124
1343,127
1353,130
1363,133
1375,134
1385,135
1395,136
1405,132
1416,126
1426,123
1437,120
1447,119
1458,122
1468,124
1478,125
1488,127
1500,128
1510,121
1520,118
1530,114
1541,112
1551,110
1561,110
1572,114
1583,116
1593,118
1603,117
1613,112
1624,109
1635,107
1645,104
1655,102
1666,101
1676,103
1686,107
1696,111
1708,107
1718,104
1728,103
1738,100
1748,99
1758,105
1769,102
1779,101
1789,99
1799,105
1809,104
1819,101
1829,100
1841,99
1850,104
1860,104
1870,102
1881,101
1891,99
1901,103
1911,106
1922,104
1932,103
1942,101
1952,101
1963,100
1974,100
1984,99
1993,105
2003,104
2014,103
2024,103
2035,102
2045,105
2056,111
2066,115
2076,118
2086,115
2097,113
2108,112
2118,111
2128,110
2139,109
2149,114
2159,119
2170,122
2181,125
2191,126
2201,122
2211,120
2222,118
2233,116
2243,117
2253,121
2264,125
2274,128
2284,130
2294,132
2306,130
2316,126
2326,123
2336,121
2347,121
2357,125
2368,128
2378,130
2388,132
2399,133
2409,132
2419,127
2429,124
2441,121
2451,118
2461,123
2471,126
2482,128
2492,129
2503,131
2513,130
2524,125
2534,121
2544,119
2554,117
2566,117
2576,121
2586,124
2596,126
2607,129
2617,124
2627,121
2638,118
2649,116
2659,115
2669,113
2679,115
2690,120
2701,123
2711,125
2721,121
2732,119
2742,117
2752,116
2762,116
2774,115
2784,115
2794,120
2804,124
2814,126
2825,124
2836,122
2846,121
2856,121
2867,120
2877,120
2887,119
2898,121
2909,127
2919,129
2929,126
2939,124
2950,124
2960,123
2971,122
2981,121
2992,121
3002,123
3012,128
3022,133
3034,131
3044,129
3054,128
3064,127
3075,126
3085,126
3095,125
3106,128
3117,134
3127,137
3137,141
3147,137
3158,135
3169,133
3179,132
3189,130
3200,129
3210,136
3220,140
3231,143
3241,145
3252,146
3262,142
3272,140
3282,137
3293,136
3304,136
3314,140
3324,144
3335,146
3345,148
3355,149
3366,147
3377,143
3387,140
3397,138
3407,137
3418,142
3428,145
3439,147
3449,148
3460,150
3470,148
3480,144
3490,140
3502,137
3512,134
3522,139
3532,141
3543,144
3553,145
3564,147
3574,144
3585,139
3595,136
3605,133
3615,132
3625,131
3637,135
3647,138
3657,140
3667,142
3678,137
3688,134
3699,131
3709,128
3720,127
3730,125
3740,127
3750,130
3761,133
3772,133
3782,130
3792,128
3803,125
3813,124
3823,122
3834,121
3845,120
3855,123
3865,127
3875,128
3886,125
3897,124
3907,122
3917,121
3928,120
3938,120
3948,119
3958,120
3970,125
3980,128
3990,125
4000,124
4011,123
4021,122
4032,121
4042,121
4052,121
4063,123
4073,128
4083,132
4093,131
4105,129
4115,128
4125,127
4135,126
4146,125
4156,125
4167,129
4177,133
4188,137
4198,141
4208,137
4218,135
4230,133
4240,131
4250,130
4260,129
4271,136
4281,139
4291,143
4302,144
4313,147
4323,142
4333,139
4343,137
4354,135
4365,136
4375,140
4385,143
4396,145
4406,147
4416,149
4426,147
4438,143
4448,139
4458,138
4468,137
4478,141
4489,144
4500,145
4510,147
4520,149
4531,147
4541,143
4551,139
4562,137
4573,133
4583,137
4593,140
4603,142
4614,144
4624,145
4635,143
4645,138
4656,135
4666,133
4676,130
4686,129
4698,134
4708,136
4718,139
4728,141
4739,136
4749,132
4759,129
4770,127
4781,126
4791,124
4801,124
4811,129
4822,132
4833,132
4843,128
4853,126
4864,124
4874,123
4884,121
4895,120
4905,119
4916,122
4926,127
4936,127
4946,125
4957,123
4968,121
4978,120
4988,119
4999,119
5009,118
5019,120
5030,125
5041,128
5051,125
5061,124
5071,122
5082,122
5092,121
5103,121
5113,120
5124,123
5134,128
5144,133
5154,131
5166,130
5176,128
5186,127
5196,127
5207,126
5217,124
5228,129
5238,134
5249,138
5259,141
5269,137
5279,136
5289,134
5301,132
5311,131
5321,130
5331,137
5342,140
5352,143
5363,145
5373,147
5384,142
5394,140
5404,137
5414,135
5425,137
5436,141
5446,143
5456,145
5467,148
5477,149
5487,147
5498,142
5509,140
