Time,Frequency,A0
1,1000,6
2,1000,93
3,1000,238
4,1000,235
5,1000,130
6,1000,75
7,1000,40
8,1000,24
9,1000,13
10,1000,6
11,1000,4
12,1000,19
13,1000,185
14,1000,327
15,1000,337
16,1000,167
17,1000,95
18,1000,56
19,1000,32
20,1000,17
21,1000,10
22,1000,6
23,1000,94
24,1000,247
25,1000,246
26,1000,134
27,1000,75
28,1000,43
29,1000,25
30,1000,13
31,1000,7
32,1000,4
33,1000,20
34,1000,217
35,1000,318
36,1000,170
37,1000,95
38,1000,55
39,1000,28
40,1000,17
41,1000,10
42,1000,5
43,1000,3
44,1000,92
45,1000,244
46,1000,274
47,1000,148
48,1000,83
49,1000,44
50,1000,25
51,1000,15
52,1000,7
53,1000,4
54,1000,20
55,1000,187
56,1000,291
57,1000,138
58,1000,77
59,1000,45
60,1000,26
61,1000,13
62,1000,8
63,1000,3
64,1000,3
65,1000,92
66,1000,245
67,1000,276
68,1000,148
69,1000,82
70,1000,42
71,1000,25
72,1000,14
73,1000,9
74,1000,4
75,1000,20
76,1000,221
77,1000,258
78,1000,139
79,1000,77
80,1000,44
81,1000,23
82,1000,13
83,1000,8
84,1000,4
85,1000,2
86,1000,94
87,1000,248
88,1000,279
89,1000,151
90,1000,84
91,1000,43
92,1000,25
93,1000,15
94,1000,8
95,1000,5
96,1000,60
97,1000,220
98,1000,255
99,1000,138
100,1000,77
101,1000,43
102,1000,25
103,1000,15
104,1000,8
105,1000,4
106,1000,2
107,1000,57
108,1000,255
109,1000,326
110,1000,169
111,1000,92
112,1000,52
113,1000,29
114,1000,17
115,1000,10
116,1000,5
117,1000,60
118,1000,227
119,1000,306
120,1000,159
121,1000,86
122,1000,48
123,1000,27
124,1000,15
125,1000,9
126,1000,4
127,1000,2
128,1000,58
129,1000,226
130,1000,267
131,1000,140
132,1000,75
133,1000,42
134,1000,23
135,1000,13
136,1000,8
137,1000,4
138,1000,96
139,1000,256
140,1000,330
141,1000,173
142,1000,95
143,1000,53
144,1000,31
145,1000,17
146,1000,10
147,1000,5
148,1000,3
149,1000,58
150,1000,226
151,1000,267
152,1000,141
153,1000,76
154,1000,42
155,1000,24
156,1000,13
157,1000,7
158,1000,4
159,1000,94
160,1000,255
161,1000,328
162,1000,172
163,1000,93
164,1000,52
165,1000,30
166,1000,16
167,1000,9
168,1000,5
169,1000,2
170,1000,58
171,1000,227
172,1000,268
173,1000,141
174,1000,76
175,1000,43
176,1000,24
177,1000,14
178,1000,8
179,1000,4
180,1000,95
181,1000,254
182,1000,286
183,1000,151
184,1000,92
185,1000,52
186,1000,26
187,1000,15
188,1000,9
189,1000,5
190,1000,2
191,1000,94
192,1000,223
193,1000,126
194,1000,66
195,1000,36
196,1000,20
197,1000,11
198,1000,6
199,1000,3
200,1000,1
201,1000,57
202,1000,224
203,1000,267
204,1000,140
205,1000,76
206,1000,42
207,1000,24
208,1000,13
209,1000,8
210,1000,4
211,1000,19
212,1000,195
213,1000,304
214,1000,178
215,1000,95
216,1000,53
217,1000,27
218,1000,16
219,1000,9
220,1000,5
221,1000,3
222,1000,93
223,1000,253
224,1000,327
225,1000,171
226,1000,93
227,1000,52
228,1000,29
229,1000,17
230,1000,9
231,1000,5
232,1000,21
233,1000,198
234,1000,308
235,1000,160
236,1000,87
237,1000,49
238,1000,27
239,1000,16
240,1000,9
241,1000,5
242,1000,2
243,1000,94
244,1000,254
245,1000,288
246,1000,151
247,1000,92
248,1000,51
249,1000,29
250,1000,16
251,1000,10
252,1000,6
253,1000,21
254,1000,198
255,1000,246
256,1000,128
257,1000,78
258,1000,43
259,1000,22
260,1000,12
261,1000,7
262,1000,4
263,1000,2
264,1000,57
265,1000,255
266,1000,326
267,1000,170
268,1000,93
269,1000,52
270,1000,30
271,1000,16
272,1000,10
273,1000,6
274,1000,61
275,1000,228
276,1000,267
277,1000,159
278,1000,86
279,1000,48
280,1000,27
281,1000,16
282,1000,8
283,1000,5
284,1000,3
285,1000,57
286,1000,225
287,1000,267
288,1000,139
289,1000,75
290,1000,42
291,1000,23
292,1000,13
293,1000,8
294,1000,4
295,1000,58
296,1000,226
297,1000,266
298,1000,157
299,1000,85
300,1000,48
301,1000,27
302,1000,15
303,1000,8
304,1000,4
305,1000,3
306,1000,59
307,1000,226
308,1000,266
309,1000,139
310,1000,75
311,1000,42
312,1000,23
313,1000,13
314,1000,8
315,1000,3
316,1000,58
317,1000,226
318,1000,266
319,1000,159
320,1000,86
321,1000,48
322,1000,27
323,1000,15
324,1000,7
325,1000,5
326,1000,2
327,1000,58
328,1000,255
329,1000,326
330,1000,170
331,1000,92
332,1000,52
333,1000,29
334,1000,16
335,1000,9
336,1000,5
337,1000,94
338,1000,255
339,1000,288
340,1000,172
341,1000,93
342,1000,53
343,1000,29
344,1000,17
345,1000,10
346,1000,6
347,1000,3
348,1000,59
349,1000,227
350,1000,266
351,1000,140
352,1000,76
353,1000,43
354,1000,24
355,1000,13
356,1000,8
357,1000,4
358,1000,94
359,1000,253
360,1000,287
361,1000,171
362,1000,93
363,1000,52
364,1000,29
365,1000,16
366,1000,10
367,1000,5
368,1000,2
369,1000,58
370,1000,226
371,1000,267
372,1000,141
373,1000,76
374,1000,43
375,1000,24
376,1000,13
377,1000,7
378,1000,4
379,1000,59
380,1000,227
381,1000,267
382,1000,140
383,1000,76
384,1000,43
385,1000,24
386,1000,14
387,1000,8
388,1000,4
389,1000,19
390,1000,196
391,1000,305
392,1000,178
393,1000,95
394,1000,53
395,1000,31
396,1000,15
397,1000,9
398,1000,5
399,1000,3
400,1000,59
401,1000,226
402,1000,266
403,1000,140
404,1000,76
405,1000,42
406,1000,24
407,1000,14
408,1000,7
409,1000,4
410,1000,20
411,1000,197
412,1000,308
413,1000,179
414,1000,96
415,1000,54
416,1000,30
417,1000,17
418,1000,9
419,1000,5
420,1000,2
421,1000,58
422,1000,225
423,1000,266
424,1000,138
425,1000,76
426,1000,42
427,1000,24
428,1000,13
429,1000,7
430,1000,4
431,1000,19
432,1000,226
433,1000,305
434,1000,159
435,1000,86
436,1000,48
437,1000,27
438,1000,15
439,1000,9
440,1000,4
441,1000,3
442,1000,57
443,1000,225
444,1000,266
445,1000,138
446,1000,74
447,1000,42
448,1000,24
449,1000,13
450,1000,8
451,1000,4
452,1000,60
453,1000,227
454,1000,305
455,1000,158
456,1000,85
457,1000,48
458,1000,27
459,1000,16
460,1000,9
461,1000,4
462,1000,2
463,1000,57
464,1000,225
465,1000,267
466,1000,139
467,1000,75
468,1000,43
469,1000,24
470,1000,14
471,1000,7
472,1000,4
473,1000,20
474,1000,227
475,1000,308
476,1000,159
477,1000,85
478,1000,48
479,1000,27
480,1000,15
481,1000,8
482,1000,5
483,1000,2
484,1000,57
485,1000,225
486,1000,267
487,1000,139
488,1000,75
489,1000,43
490,1000,24
491,1000,13
492,1000,8
493,1000,4
494,1000,60
495,1000,229
496,1000,268
497,1000,141
498,1000,77
499,1000,43
500,1000,24
501,1000,13
502,1000,7
503,1000,4
504,1000,2
505,1000,58
506,1000,226
507,1000,267
508,1000,140
509,1000,76
510,1000,42
511,1000,24
512,1000,14
513,1000,8
514,1000,4
515,1000,60
516,1000,228
517,1000,265
518,1000,139
519,1000,75
520,1000,42
521,1000,24
522,1000,13
523,1000,8
524,1000,4
525,1000,2
526,1000,57
527,1000,225
528,1000,266
529,1000,140
530,1000,76
531,1000,43
532,1000,24
533,1000,13
534,1000,7
535,1000,4
536,1000,59
537,1000,227
538,1000,268
539,1000,140
540,1000,75
541,1000,43
542,1000,24
543,1000,13
544,1000,7
545,1000,5
546,1000,2
547,1000,93
548,1000,255
549,1000,287
550,1000,172
551,1000,92
552,1000,52
553,1000,29
554,1000,16
555,1000,9
556,1000,5
557,1000,60
558,1000,227
559,1000,269
560,1000,140
561,1000,85
562,1000,48
563,1000,27
564,1000,15
565,1000,7
566,1000,5
567,1000,2
568,1000,57
569,1000,222
570,1000,127
571,1000,67
572,1000,37
573,1000,21
574,1000,11
575,1000,6
576,1000,2
577,1000,2
578,1000,56
579,1000,224
580,1000,266
581,1000,138
582,1000,75
583,1000,42
584,1000,24
585,1000,13
586,1000,8
587,1000,4
588,1000,2
589,1000,95
590,1000,222
591,1000,126
592,1000,66
593,1000,36
594,1000,20
595,1000,11
596,1000,6
597,1000,3
598,1000,1
599,1000,57
600,1000,225
601,1000,264
602,1000,138
603,1000,75
604,1000,42
605,1000,23
606,1000,13
607,1000,8
608,1000,4
609,1000,20
610,1000,197
611,1000,283
612,1000,145
613,1000,77
614,1000,43
615,1000,25
616,1000,14
617,1000,8
618,1000,4
619,1000,2
620,1000,57
621,1000,224
622,1000,266
623,1000,138
624,1000,75
625,1000,42
626,1000,24
627,1000,13
628,1000,7
629,1000,4
630,1000,20
631,1000,197
632,1000,307
633,1000,159
634,1000,85
635,1000,48
636,1000,27
637,1000,15
638,1000,9
639,1000,5
640,1000,3
641,1000,93
642,1000,253
643,1000,287
644,1000,151
645,1000,92
646,1000,51
647,1000,29
648,1000,17
649,1000,9
650,1000,5
