Time,Frequency,A0
1,50,1023
2,50,1023
3,50,1023
4,50,1023
5,50,1023
6,50,1023
7,50,1023
8,50,1023
9,50,1023
10,50,1023
11,50,1023
12,50,1023
13,50,1023
14,50,1023
15,50,1023
16,50,1023
17,50,1023
18,50,1023
19,50,1023
20,50,1023
21,50,1023
22,50,1023
23,50,1023
24,50,1023
25,50,1023
26,50,1023
27,50,1023
28,50,1023
29,50,1023
30,50,1023
31,50,1023
32,50,1023
33,50,1023
34,50,1023
35,50,1023
36,50,1023
37,50,1023
38,50,1023
39,50,1023
40,50,1023
41,50,1023
42,50,1023
43,50,1023
44,50,1023
45,50,1023
46,50,1023
47,50,1023
48,50,1023
49,50,1023
50,50,1023
51,50,1023
52,50,1023
53,50,1023
54,50,1023
55,50,1023
56,50,1023
57,50,1023
58,50,1023
59,50,1023
60,50,1023
61,50,1023
62,50,1023
63,50,1023
64,50,1023
65,50,1023
66,50,1023
67,50,1023
68,50,1023
69,50,1023
70,50,1023
71,50,1023
72,50,1023
73,50,1023
74,50,1023
75,50,1023
76,50,1023
77,50,1023
78,50,1023
79,50,1023
80,50,1023
81,50,1023
82,50,1023
83,50,1023
84,50,1023
85,50,1023
86,50,1023
87,50,1023
88,50,1023
89,50,1023
90,50,1023
91,50,1023
92,50,1023
93,50,1023
94,50,1023
95,50,1023
96,50,1023
97,50,1023
98,50,1023
99,50,1023
100,50,1023
101,50,1023
102,50,1023
103,50,1023
104,50,1023
105,50,1023
106,50,1023
107,50,1023
108,50,1023
109,50,1023
110,50,1023
111,50,1023
112,50,1023
113,50,1023
114,50,1023
115,50,1023
116,50,1023
117,50,1023
118,50,1023
119,50,1023
120,50,1023
121,50,1023
122,50,1023
123,50,1023
124,50,1023
125,50,1023
126,50,1023
127,50,1023
128,50,1023
129,50,1023
130,50,1023
131,50,1023
132,50,1023
133,50,1023
134,50,1023
135,50,1023
136,50,1023
137,50,1023
138,50,1023
139,50,1023
140,50,1023
141,50,1023
142,50,1023
143,50,1023
144,50,1023
145,50,1023
146,50,1023
147,50,1023
148,50,1023
149,50,1023
150,50,1023
151,50,1023
152,50,1023
153,50,1023
154,50,1023
155,50,1023
156,50,1023
157,50,1023
158,50,1023
159,50,1023
160,50,1023
161,50,1023
162,50,1023
163,50,1023
164,50,1023
165,50,1023
166,50,1023
167,50,1023
168,50,1023
169,50,1023
170,50,1023
171,50,1023
172,50,1023
173,50,1023
174,50,1023
175,50,1023
176,50,1023
177,50,1023
178,50,1023
179,50,1023
180,50,1023
181,50,1023
182,50,1023
183,50,1023
184,50,1023
185,50,1023
186,50,1023
187,50,1023
188,50,1023
189,50,1023
190,50,1023
191,50,1023
192,50,1023
193,50,1023
194,50,1023
195,50,1023
196,50,1023
197,50,1023
198,50,1023
199,50,1023
200,50,1023
201,50,1023
202,50,1023
203,50,1023
204,50,1023
205,50,1023
206,50,1023
207,50,1023
208,50,1023
209,50,1023
210,50,1023
211,50,1023
212,50,1023
213,50,1023
214,50,1023
215,50,1023
216,50,1023
217,50,1023
218,50,1023
219,50,1023
220,50,1023
221,50,1023
222,50,1023
223,50,1023
224,50,1023
225,50,1023
226,50,1023
227,50,1023
228,50,1023
229,50,1023
230,50,1023
231,50,1023
232,50,1023
233,50,1023
234,50,1023
235,50,1023
236,50,1023
237,50,1023
238,50,1023
239,50,1023
240,50,1023
241,50,1023
242,50,1023
243,50,1023
244,50,1023
245,50,1023
246,50,1023
247,50,1023
248,50,1023
249,50,1023
250,50,1023
251,50,1023
252,50,1023
253,50,1023
254,50,1023
255,50,1023
256,50,1023
257,50,1023
258,50,1023
259,50,1023
260,50,1023
261,50,1023
262,50,1023
263,50,1023
264,50,1023
265,50,1023
266,50,1023
267,50,1023
268,50,1023
269,50,1023
270,50,1023
271,50,1023
272,50,1023
273,50,1023
274,50,1023
275,50,1023
276,50,1023
277,50,1023
278,50,1023
279,50,1023
280,50,1023
281,50,1023
282,50,1023
283,50,1023
284,50,1023
285,50,1023
286,50,1023
287,50,1023
288,50,1023
289,50,1023
290,50,1023
291,50,1023
292,50,1023
293,50,1023
294,50,1023
295,50,1023
296,50,1023
297,50,1023
298,50,1023
299,50,1023
300,50,1023
301,50,1023
302,50,1023
303,50,1023
304,50,1023
305,50,1023
306,50,1023
307,50,1023
308,50,1023
309,50,1023
310,50,1023
311,50,1023
312,50,1023
313,50,1023
314,50,1023
315,50,1023
316,50,1023
317,50,1023
318,50,1023
319,50,1023
320,50,1023
321,50,1023
322,50,1023
323,50,1023
324,50,1023
325,50,1023
326,50,1023
327,50,1023
328,50,1023
329,50,1023
330,50,1023
331,50,1023
332,50,1023
333,50,1023
334,50,1023
335,50,1023
336,50,1023
337,50,1023
338,50,1023
339,50,1023
340,50,1023
341,50,1023
342,50,1023
343,50,1023
344,50,1023
345,50,1023
346,50,1023
347,50,1023
348,50,1023
349,50,1023
350,50,1023
351,50,1023
352,50,1023
353,50,1023
354,50,1023
355,50,1023
356,50,1023
357,50,1023
358,50,1023
359,50,1023
360,50,1023
361,50,1023
362,50,1023
363,50,1023
364,50,1023
365,50,1023
366,50,1023
367,50,1023
368,50,1023
369,50,1023
370,50,1023
371,50,1023
372,50,1023
373,50,1023
374,50,1023
375,50,1023
376,50,1023
377,50,1023
378,50,1023
379,50,1023
380,50,1023
381,50,1023
382,50,1023
383,50,1023
384,50,1023
385,50,1023
386,50,1023
387,50,1023
388,50,1023
389,50,1023
390,50,1023
391,50,1023
392,50,1023
393,50,1023
394,50,1023
