Time,Frequency,A0
1,40,355
2,40,355
3,40,355
4,40,355
5,40,355
6,40,355
7,40,356
8,40,356
9,40,357
10,40,358
11,40,359
12,40,360
13,40,358
14,40,353
15,40,347
16,40,342
17,40,337
18,40,333
19,40,329
20,40,326
21,40,325
22,40,324
23,40,323
24,40,323
25,40,323
26,40,329
27,40,335
28,40,341
29,40,345
30,40,349
31,40,351
32,40,352
33,40,352
34,40,352
35,40,352
36,40,351
37,40,350
38,40,347
39,40,342
40,40,336
41,40,332
42,40,329
43,40,327
44,40,326
45,40,325
46,40,325
47,40,324
48,40,323
49,40,323
50,40,322
51,40,325
52,40,329
53,40,333
54,40,336
55,40,339
56,40,341
57,40,343
58,40,345
59,40,346
60,40,348
61,40,349
62,40,350
63,40,347
64,40,342
65,40,337
66,40,331
67,40,326
68,40,322
69,40,319
70,40,317
71,40,315
72,40,314
73,40,313
74,40,313
75,40,314
76,40,320
77,40,326
78,40,331
79,40,336
80,40,339
81,40,341
82,40,343
83,40,343
84,40,343
85,40,342
86,40,341
87,40,340
88,40,337
89,40,332
90,40,326
91,40,322
92,40,319
93,40,317
94,40,316
95,40,315
96,40,315
97,40,315
98,40,314
99,40,313
100,41,311
101,41,315
102,41,319
103,41,322
104,41,326
105,41,329
106,41,331
107,41,333
108,41,335
109,41,337
110,41,338
111,41,339
112,41,339
113,41,334
114,41,329
115,41,324
116,41,319
117,41,315
118,41,311
119,41,308
120,41,306
121,41,305
122,41,304
123,41,304
124,41,304
125,41,309
126,41,315
127,41,321
128,41,326
129,41,329
130,41,332
131,41,334
132,41,334
133,41,334
134,41,334
135,41,333
136,41,332
137,41,327
138,41,321
139,41,316
140,41,312
141,41,309
142,41,307
143,41,306
144,41,306
145,41,306
146,41,305
147,41,305
148,41,305
149,41,307
150,41,311
151,41,315
152,41,318
153,41,320
154,41,322
155,41,324
156,41,325
157,41,326
158,41,327
159,41,329
160,41,330
161,41,328
162,41,323
163,41,319
164,41,314
165,41,310
166,41,306
167,41,303
168,41,301
169,41,299
170,41,297
171,41,296
172,41,295
173,41,296
174,41,302
175,41,308
176,41,313
177,41,318
178,41,321
179,41,324
180,41,326
181,41,327
182,41,327
183,41,327
184,41,326
185,41,324
186,41,317
187,41,311
188,41,306
189,41,302
190,41,299
191,41,297
192,41,296
193,41,296
194,41,296
195,41,297
196,41,297
197,41,297
198,41,301
199,41,306
200,42,308
201,42,310
202,42,306
203,42,301
204,42,296
205,42,294
206,42,292
207,42,291
208,42,291
209,42,292
210,42,292
211,42,293
212,42,293
213,42,293
214,42,297
215,42,302
216,42,306
217,42,309
218,42,312
219,42,313
220,42,314
221,42,314
222,42,315
223,42,315
224,42,316
225,42,317
226,42,313
227,42,308
228,42,304
229,42,300
230,42,297
231,42,295
232,42,293
233,42,291
234,42,289
235,42,287
236,42,286
237,42,283
238,42,289
239,42,294
240,42,299
241,42,303
242,42,307
243,42,310
244,42,313
245,42,315
246,42,316
247,42,317
248,42,317
249,42,315
250,42,309
251,42,303
252,42,297
253,42,291
254,42,288
255,42,285
256,42,284
257,42,283
258,42,283
259,42,283
260,42,284
261,42,285
262,42,291
263,42,296
264,42,301
265,42,304
266,42,307
267,42,308
268,42,308
269,42,308
270,42,308
271,42,308
272,42,308
273,42,306
274,42,301
275,42,297
276,42,293
277,42,290
278,42,288
279,42,286
280,42,285
281,42,284
282,42,283
283,42,281
284,42,280
285,42,280
286,42,284
287,42,288
288,42,292
289,42,296
290,42,299
291,42,302
292,42,304
293,42,306
294,42,307
295,42,309
296,42,309
297,42,306
298,42,301
299,42,295
300,43,288
301,43,291
302,43,295
303,43,297
304,43,298
305,43,299
306,43,301
307,43,302
308,43,303
309,43,304
310,43,303
311,43,298
312,43,293
313,43,289
314,43,285
315,43,282
316,43,279
317,43,277
318,43,275
319,43,273
320,43,272
321,43,271
322,43,274
323,43,279
324,43,284
325,43,289
326,43,293
327,43,297
328,43,299
329,43,301
330,43,302
331,43,303
332,43,303
333,43,300
334,43,293
335,43,287
336,43,282
337,43,276
338,43,273
339,43,271
340,43,270
341,43,269
342,43,269
343,43,270
344,43,270
345,43,273
346,43,279
347,43,284
348,43,288
349,43,291
350,43,293
351,43,294
352,43,293
353,43,294
354,43,294
355,43,294
356,43,294
357,43,288
358,43,283
359,43,279
360,43,276
361,43,274
362,43,272
363,43,271
364,43,270
365,43,269
366,43,268
367,43,266
368,43,266
369,43,271
370,43,274
371,43,278
372,43,282
373,43,285
374,43,287
375,43,289
376,43,291
377,43,293
378,43,294
379,43,295
380,43,290
381,43,284
382,43,279
383,43,274
384,43,269
385,43,266
386,43,263
387,43,261
388,43,260
389,43,259
390,43,259
391,43,260
392,43,266
393,43,272
394,43,277
395,43,282
396,43,285
397,43,287
398,43,289
399,43,289
400,44,287
401,44,287
402,44,287
403,44,286
404,44,286
405,44,286
406,44,280
407,44,275
408,44,270
409,44,267
410,44,265
411,44,263
412,44,262
413,44,261
414,44,260
415,44,259
416,44,258
417,44,259
418,44,264
419,44,268
420,44,271
421,44,274
422,44,276
423,44,278
424,44,280
425,44,282
426,44,283
427,44,285
428,44,284
429,44,279
430,44,274
431,44,269
432,44,265
433,44,261
434,44,258
435,44,255
436,44,253
437,44,251
438,44,251
439,44,250
440,44,255
441,44,261
442,44,266
443,44,271
444,44,275
445,44,278
446,44,281
447,44,282
448,44,282
449,44,282
450,44,282
451,44,277
452,44,270
453,44,264
454,44,259
455,44,255
456,44,252
457,44,251
458,44,250
459,44,250
460,44,251
461,44,251
462,44,252
463,44,258
464,44,263
465,44,267
466,44,270
467,44,272
468,44,273
469,44,273
470,44,273
471,44,273
472,44,274
473,44,274
474,44,269
475,44,264
476,44,260
477,44,257
478,44,255
479,44,253
480,44,251
481,44,250
482,44,249
483,44,247
484,44,246
485,44,248
486,44,252
487,44,256
488,44,260
489,44,263
490,44,266
491,44,268
492,44,271
493,44,273
494,44,274
495,44,275
496,44,273
497,44,268
498,44,263
499,44,257
500,45,251
501,45,255
502,45,258
503,45,258
504,45,252
505,45,248
506,45,244
507,45,243
508,45,242
509,45,242
510,45,242
511,45,243
512,45,243
513,45,243
514,45,243
515,45,248
516,45,253
517,45,256
518,45,259
519,45,261
520,45,262
521,45,263
522,45,264
523,45,265
524,45,266
525,45,265
526,45,261
527,45,257
528,45,253
529,45,249
530,45,246
531,45,244
532,45,242
533,45,240
534,45,238
535,45,237
536,45,234
537,45,240
538,45,244
539,45,249
540,45,253
541,45,257
542,45,260
543,45,262
544,45,264
545,45,266
546,45,267
547,45,266
548,45,260
549,45,255
550,45,249
551,45,243
552,45,239
553,45,236
554,45,234
555,45,232
556,45,232
557,45,232
558,45,232
559,45,238
560,45,244
561,45,249
562,45,254
563,45,258
564,45,260
565,45,261
566,45,262
567,45,262
568,45,261
569,45,260
570,45,254
571,45,248
572,45,243
573,45,239
574,45,236
575,45,234
576,45,233
577,45,233
578,45,233
579,45,233
580,45,233
581,45,236
582,45,241
583,45,245
584,45,248
585,45,250
586,45,252
587,45,253
588,45,254
589,45,255
590,45,256
591,45,256
592,45,252
593,45,248
594,45,244
595,45,240
596,45,237
597,45,235
598,45,233
599,45,231
600,46,228
601,46,231
602,46,235
603,46,239
604,46,242
605,46,245
606,46,248
607,46,250
608,46,252
609,46,249
610,46,245
611,46,241
612,46,237
613,46,234
614,46,232
615,46,230
616,46,228
617,46,226
618,46,224
619,46,223
620,46,225
621,46,230
622,46,234
623,46,239
624,46,243
625,46,246
626,46,249
627,46,251
628,46,253
629,46,254
630,46,254
631,46,248
632,46,242
633,46,236
634,46,231
635,46,227
636,46,224
637,46,221
638,46,220
639,46,219
640,46,219
641,46,219
642,46,225
643,46,231
644,46,237
645,46,241
646,46,245
647,46,247
648,46,248
649,46,249
650,46,249
651,46,248
652,46,245
653,46,238
654,46,232
655,46,227
656,46,223
657,46,221
658,46,220
659,46,219
660,46,219
661,46,219
662,46,219
663,46,221
664,46,227
665,46,231
666,46,235
667,46,237
668,46,239
669,46,240
670,46,240
671,46,241
672,46,241
673,46,242
674,46,238
675,46,234
676,46,229
677,46,226
678,46,223
679,46,221
680,46,220
681,46,218
682,46,217
683,46,215
684,46,214
685,46,216
686,46,220
687,46,224
688,46,228
689,46,231
690,46,234
691,46,236
692,46,239
693,46,240
694,46,242
695,46,242
696,46,237
697,46,232
698,46,226
699,46,221
700,47,216
701,47,219
702,47,223
703,47,223
704,47,218
705,47,214
706,47,211
707,47,210
708,47,210
709,47,210
710,47,210
711,47,211
712,47,211
713,47,211
714,47,213
715,47,218
716,47,222
717,47,225
718,47,228
719,47,229
720,47,230
721,47,231
722,47,232
723,47,233
724,47,233
725,47,228
726,47,224
727,47,220
728,47,217
729,47,214
730,47,212
731,47,211
732,47,209
733,47,207
734,47,206
735,47,206
736,47,210
737,47,214
738,47,218
739,47,222
740,47,225
741,47,228
742,47,230
743,47,232
744,47,234
745,47,235
746,47,230
747,47,225
748,47,219
749,47,214
750,47,210
751,47,206
752,47,204
753,47,202
754,47,201
755,47,200
756,47,199
757,47,205
758,47,211
759,47,216
760,47,221
761,47,225
762,47,228
763,47,230
764,47,231
765,47,232
766,47,231
767,47,226
768,47,220
769,47,213
770,47,208
771,47,204
772,47,201
773,47,200
774,47,199
775,47,199
776,47,199
777,47,200
778,47,205
779,47,210
780,47,215
781,47,219
782,47,222
783,47,224
784,47,224
785,47,224
786,47,224
787,47,224
788,47,221
789,47,216
790,47,211
791,47,207
792,47,204
793,47,202
794,47,201
795,47,200
796,47,200
797,47,199
798,47,198
799,47,200
800,48,202
801,48,206
802,48,209
803,48,204
804,48,200
805,48,197
806,48,195
807,48,194
808,48,194
809,48,195
810,48,195
811,48,196
812,48,196
813,48,198
814,48,203
815,48,207
816,48,211
817,48,214
818,48,215
819,48,217
820,48,217
821,48,218
822,48,218
823,48,217
824,48,212
825,48,208
826,48,204
827,48,201
828,48,199
829,48,197
830,48,196
831,48,195
832,48,193
833,48,192
834,48,194
835,48,198
836,48,202
837,48,206
838,48,209
839,48,211
840,48,213
841,48,215
842,48,217
843,48,219
844,48,216
845,48,212
846,48,207
847,48,203
848,48,199
849,48,195
850,48,192
851,48,190
852,48,188
853,48,186
854,48,184
855,48,190
856,48,195
857,48,200
858,48,205
859,48,209
860,48,212
861,48,215
862,48,217
863,48,218
864,48,218
865,48,213
866,48,207
867,48,201
868,48,195
869,48,191
870,48,187
871,48,185
872,48,184
873,48,183
874,48,184
875,48,185
876,48,191
877,48,197
878,48,202
879,48,207
880,48,210
881,48,212
882,48,213
883,48,213
884,48,213
885,48,211
886,48,205
887,48,199
888,48,194
889,48,190
890,48,187
891,48,185
892,48,185
893,48,184
894,48,185
895,48,185
896,48,187
897,48,192
898,48,197
899,48,201
900,49,201
901,49,203
902,49,205
903,49,206
904,49,206
905,49,200
906,49,195
907,49,191
908,49,188
909,49,186
910,49,185
911,49,184
912,49,184
913,49,184
914,49,183
915,49,185
916,49,190
917,49,194
918,49,197
919,49,199
920,49,201
921,49,202
922,49,204
923,49,205
924,49,206
925,49,203
926,49,198
927,49,194
928,49,191
929,49,188
930,49,185
931,49,184
932,49,182
933,49,180
934,49,178
935,49,177
936,49,181
937,49,186
938,49,190
939,49,194
940,49,197
941,49,200
942,49,203
943,49,205
944,49,206
945,49,205
946,49,200
947,49,195
948,49,190
949,49,185
950,49,181
951,49,178
952,49,176
953,49,174
954,49,173
955,49,171
956,49,177
957,49,182
958,49,188
959,49,193
960,49,197
961,49,200
962,49,202
963,49,204
964,49,205
965,49,204
966,49,198
967,49,191
968,49,185
969,49,180
970,49,176
971,49,173
972,49,172
973,49,171
974,49,171
975,49,171
976,49,174
977,49,181
978,49,186
979,49,191
980,49,194
981,49,197
982,49,198
983,49,198
984,49,198
985,49,198
986,49,193
987,49,187
988,49,182
989,49,177
990,49,174
991,49,172
992,49,171
993,49,171
994,49,171
995,49,171
996,49,172
997,49,177
998,49,182
999,49,186
1000,50,186
1001,50,188
1002,50,190
1003,50,191
1004,50,192
1005,50,193
1006,50,193
1007,50,194
1008,50,195
1009,50,196
1010,50,194
1011,50,190
1012,50,185
1013,50,181
1014,50,177
1015,50,173
1016,50,171
1017,50,168
1018,50,166
1019,50,164
1020,50,163
1021,50,168
1022,50,173
1023,50,178
1024,50,182
1025,50,186
1026,50,189
1027,50,191
1028,50,193
1029,50,195
1030,50,192
1031,50,186
1032,50,180
1033,50,175
1034,50,170
1035,50,166
1036,50,163
1037,50,161
1038,50,160
1039,50,160
1040,50,160
1041,50,166
1042,50,173
1043,50,178
1044,50,183
1045,50,186
1046,50,189
1047,50,190
1048,50,191
1049,50,191
1050,50,187
1051,50,180
1052,50,174
1053,50,169
1054,50,165
1055,50,162
1056,50,160
1057,50,159
1058,50,160
1059,50,160
1060,50,161
1061,50,167
1062,50,172
1063,50,177
1064,50,181
1065,50,183
1066,50,184
1067,50,184
1068,50,185
1069,50,184
1070,50,180
1071,50,175
1072,50,169
1073,50,165
1074,50,162
1075,50,160
1076,50,160
1077,50,159
1078,50,159
1079,50,159
1080,50,160
1081,50,165
1082,50,169
1083,50,173
1084,50,175
1085,50,177
1086,50,178
1087,50,179
1088,50,180
1089,50,180
1090,50,178
1091,50,173
1092,50,169
1093,50,165
1094,50,162
1095,50,161
1096,50,160
1097,50,159
1098,50,157
1099,50,155
1100,51,154
1101,51,158
1102,51,162
1103,51,166
1104,51,169
1105,51,172
1106,51,174
1107,51,177
1108,51,172
1109,51,167
1110,51,164
1111,51,161
1112,51,159
1113,51,157
1114,51,156
1115,51,154
1116,51,153
1117,51,150
1118,51,155
1119,51,159
1120,51,163
1121,51,166
1122,51,170
1123,51,172
1124,51,175
1125,51,177
1126,51,178
1127,51,177
1128,51,172
1129,51,167
1130,51,163
1131,51,159
1132,51,156
1133,51,153
1134,51,150
1135,51,148
1136,51,147
1137,51,147
1138,51,152
1139,51,157
1140,51,162
1141,51,167
1142,51,170
1143,51,173
1144,51,176
1145,51,177
1146,51,178
1147,51,173
1148,51,167
1149,51,161
1150,51,156
1151,51,152
1152,51,148
1153,51,146
1154,51,145
1155,51,144
1156,51,140
1157,51,147
1158,51,153
1159,51,159
1160,51,164
1161,51,168
1162,51,171
1163,51,173
1164,51,175
1165,51,175
1166,51,172
1167,51,166
1168,51,160
1169,51,154
1170,51,150
1171,51,146
1172,51,144
1173,51,143
1174,51,143
1175,51,143
1176,51,144
1177,51,150
1178,51,156
1179,51,161
1180,51,165
1181,51,168
1182,51,169
1183,51,169
1184,51,169
1185,51,169
1186,51,164
1187,51,158
1188,51,153
1189,51,148
1190,51,145
1191,51,144
1192,51,143
1193,51,143
1194,51,143
1195,51,143
1196,51,146
1197,51,151
1198,51,156
1199,51,159
1200,52,160
1201,52,162
1202,52,155
1203,52,148
1204,52,144
1205,52,141
1206,52,140
1207,52,139
1208,52,139
1209,52,139
1210,52,140
1211,52,141
1212,52,146
1213,52,152
1214,52,156
1215,52,160
1216,52,161
1217,52,163
1218,52,163
1219,52,163
1220,52,163
